sample,mac_send_s,device_receive_s,device_send_s,mac_receive_s,network_rtt_s,device_minus_mac_s
53,884987.200850208,826.396898482,826.396898857,884987.211659916,0.01080933292098507,-884160.8093563926
54,884987.21323625,826.406969135,826.40696926,884987.221644875,0.00840850002816751,-884160.810471365
55,884987.223004416,826.415941048,826.415941298,884987.230643,0.007638334007538106,-884160.8108825351
56,884987.23200175,826.423947596,826.423947846,884987.238603291,0.006601290953767602,-884160.8113547994
57,884987.239993,826.43290801,826.43290826,884987.247217083,0.007223832946806397,-884160.8106969065
58,884987.248617,826.440935807,826.440936057,884987.255846375,0.0072291250708076404,-884160.8112957554
59,884987.257078375,826.451613454,826.451613704,884987.266232916,0.00915429106873944,-884160.8100420665
60,884987.267491166,826.459887249,826.459887624,884987.273641916,0.0061503749776647965,-884160.8106791044
61,884987.274963708,826.467607925,826.46760805,884987.281808291,0.006844457967531525,-884160.810778012
62,884987.283156,826.477660703,826.477660953,884987.294365875,0.011209624995899503,-884160.8111001095
63,884987.295743291,826.487628232,826.487628482,884987.301620875,0.005877333986177291,-884160.811053726
64,884987.302938708,826.496050901,826.496051276,884987.310657291,0.007718207986840753,-884160.810746911
65,884987.312075166,826.504962065,826.50496219,884987.321575833,0.00950054198710859,-884160.811863372
66,884987.323292666,826.516923199,826.516923324,884987.332141708,0.008848917002069356,-884160.8107939255
67,884987.33366275,826.527422723,826.527422973,884987.342109583,0.00844658300241008,-884160.8104633185
68,884987.343965958,826.536912381,826.536912631,884987.351739833,0.0077736250260613815,-884160.8109403895
69,884987.353075791,826.55003663,826.550037005,884987.368715583,0.01563941696360871,-884160.8108588695
70,884987.370164666,826.56291663,826.562917255,884987.37764925,0.007483958999046081,-884160.8109900155
71,884987.378972333,826.571632421,826.571632796,884987.387945208,0.008972499958986191,-884160.811826162
72,884987.389163,826.581028706,826.581028956,884987.396955666,0.0077924159724034325,-884160.812030502
73,884987.398648,826.590900736,826.590900861,884987.406369541,0.007721415983724,-884160.811607972
74,884987.407757583,826.599963148,826.599963398,884987.414985708,0.00722787500319555,-884160.8114083725
75,884987.417242958,826.613941388,826.613941638,884987.428671958,0.011428750063714688,-884160.8090159451
76,884987.430142708,826.622912802,826.622912927,884987.436405958,0.006263125019358995,-884160.8103614685
77,884987.437844791,826.629902984,826.629903234,884987.4447645,0.006919459034179454,-884160.8114015365
78,884987.446081458,826.638902272,826.638902397,884987.4538365,0.007754916937301459,-884160.8110566444
79,884987.455234208,826.647879311,826.647879436,884987.464981875,0.009747542005243304,-884160.812228668
80,884987.466429916,826.659323575,826.6593237,884987.473232916,0.006802874996651553,-884160.8105077785
81,884987.474639708,826.666918127,826.666918627,884987.480727916,0.00608770805797576,-884160.810765435
82,884987.482135416,826.675250797,826.675251047,884987.490067375,0.007931709000445153,-884160.8108504736
83,884987.491631,826.683917713,826.683917963,884987.500654208,0.009022958054742958,-884160.812224766
84,884987.502393625,826.694904232,826.694904357,884987.509894458,0.007500708016777935,-884160.811239747
85,884987.511275291,826.710253209,826.710253334,884987.524724,0.01344858404002025,-884160.807746374
86,884987.526047125,826.718925,826.718925125,884987.535376458,0.009329207970040443,-884160.8117867289
87,884987.536586833,826.728962529,826.728962654,884987.543624916,0.007037958043838444,-884160.811143283
88,884987.544940583,826.738367063,826.738367188,884987.552673791,0.007733083010975861,-884160.8104400614
89,884987.553999083,826.747028729,826.747028979,884987.561620875,0.007621542028687145,-884160.810781125
90,884987.562934166,826.754932778,826.754932903,884987.569477,0.006542708987581136,-884160.8112727426
91,884987.57079275,826.762621454,826.762621704,884987.57658425,0.005791249977960433,-884160.811066921
92,884987.577900083,826.770588252,826.770588502,884987.584743666,0.006843332959874715,-884160.8107334975
93,884987.586081,826.7786098,826.77861105,884987.594100791,0.008018540984721767,-884160.8114804705
94,884987.595421083,826.787614588,826.787614838,884987.604026875,0.008605541954352702,-884160.812109266
95,884987.605188083,826.985830925,826.98583105,884987.800671416,0.1954832079654807,-884160.717098762
96,884987.801984916,826.995535332,826.995535457,884987.809648666,0.007663624973361038,-884160.8102813964
97,884987.811009916,827.003927376,827.003927501,884987.818339708,0.007329667017074826,-884160.8107473735
98,884987.819691333,827.011619427,827.011619677,884987.825610708,0.005919124991237368,-884160.8110314684
99,884987.82677475,827.018606609,827.018606734,884987.834712416,0.007937541028809392,-884160.8121369116
