name,x,y,width,height
p_910_300,907,297,7,7
p_910_310,907,307,7,7
p_910_320,907,317,7,7
p_910_330,907,327,7,7
p_910_340,907,337,7,7
p_910_350,907,347,7,7
p_910_360,907,357,7,7
p_910_370,907,367,7,7
p_910_380,907,377,7,7
p_910_390,907,387,7,7
p_910_400,907,397,7,7
p_910_410,907,407,7,7
p_910_420,907,417,7,7
p_910_430,907,427,7,7
p_910_440,907,437,7,7
p_910_450,907,447,7,7
p_910_460,907,457,7,7
p_910_470,907,467,7,7
p_910_480,907,477,7,7
p_910_490,907,487,7,7
p_910_500,907,497,7,7
p_910_510,907,507,7,7
p_910_520,907,517,7,7
p_910_530,907,527,7,7
p_910_540,907,537,7,7
p_910_550,907,547,7,7
p_910_560,907,557,7,7
p_910_570,907,567,7,7
p_910_580,907,577,7,7
p_910_590,907,587,7,7
p_910_600,907,597,7,7
p_910_610,907,607,7,7
p_910_620,907,617,7,7
p_910_630,907,627,7,7
p_910_640,907,637,7,7
p_910_650,907,647,7,7
p_910_660,907,657,7,7
p_910_670,907,667,7,7
p_910_680,907,677,7,7
p_910_690,907,687,7,7
p_910_700,907,697,7,7
p_910_710,907,707,7,7
p_910_720,907,717,7,7
p_910_730,907,727,7,7
p_910_740,907,737,7,7
p_910_750,907,747,7,7
p_920_250,917,247,7,7
p_920_260,917,257,7,7
p_920_270,917,267,7,7
p_920_280,917,277,7,7
p_920_290,917,287,7,7
p_920_300,917,297,7,7
p_920_310,917,307,7,7
p_920_320,917,317,7,7
p_920_330,917,327,7,7
p_920_340,917,337,7,7
p_920_350,917,347,7,7
p_920_360,917,357,7,7
p_920_370,917,367,7,7
p_920_380,917,377,7,7
p_920_390,917,387,7,7
p_920_400,917,397,7,7
p_920_410,917,407,7,7
p_920_420,917,417,7,7
p_920_430,917,427,7,7
p_920_440,917,437,7,7
p_920_450,917,447,7,7
p_920_460,917,457,7,7
p_920_470,917,467,7,7
p_920_480,917,477,7,7
p_920_490,917,487,7,7
p_920_500,917,497,7,7
p_920_510,917,507,7,7
p_920_520,917,517,7,7
p_920_530,917,527,7,7
p_920_540,917,537,7,7
p_920_550,917,547,7,7
p_920_560,917,557,7,7
p_920_570,917,567,7,7
p_920_580,917,577,7,7
p_920_590,917,587,7,7
p_920_600,917,597,7,7
p_920_610,917,607,7,7
p_920_620,917,617,7,7
p_920_630,917,627,7,7
p_920_640,917,637,7,7
p_920_650,917,647,7,7
p_920_660,917,657,7,7
p_920_670,917,667,7,7
p_920_680,917,677,7,7
p_920_690,917,687,7,7
p_920_700,917,697,7,7
p_920_710,917,707,7,7
p_920_720,917,717,7,7
p_920_730,917,727,7,7
p_920_740,917,737,7,7
p_920_750,917,747,7,7
p_930_250,927,247,7,7
p_930_260,927,257,7,7
p_930_270,927,267,7,7
p_930_280,927,277,7,7
p_930_290,927,287,7,7
p_930_300,927,297,7,7
p_930_310,927,307,7,7
p_930_320,927,317,7,7
p_930_330,927,327,7,7
p_930_340,927,337,7,7
p_930_350,927,347,7,7
p_930_360,927,357,7,7
p_930_370,927,367,7,7
p_930_380,927,377,7,7
p_930_390,927,387,7,7
p_930_400,927,397,7,7
p_930_410,927,407,7,7
p_930_420,927,417,7,7
p_930_430,927,427,7,7
p_930_440,927,437,7,7
p_930_450,927,447,7,7
p_930_460,927,457,7,7
p_930_470,927,467,7,7
p_930_480,927,477,7,7
p_930_490,927,487,7,7
p_930_500,927,497,7,7
p_930_510,927,507,7,7
p_930_520,927,517,7,7
p_930_530,927,527,7,7
p_930_540,927,537,7,7
p_930_550,927,547,7,7
p_930_560,927,557,7,7
p_930_570,927,567,7,7
p_930_580,927,577,7,7
p_930_590,927,587,7,7
p_930_600,927,597,7,7
p_930_610,927,607,7,7
p_930_620,927,617,7,7
p_930_630,927,627,7,7
p_930_640,927,637,7,7
p_930_650,927,647,7,7
p_930_660,927,657,7,7
p_930_670,927,667,7,7
p_930_680,927,677,7,7
p_930_690,927,687,7,7
p_930_700,927,697,7,7
p_930_710,927,707,7,7
p_930_720,927,717,7,7
p_930_730,927,727,7,7
p_930_740,927,737,7,7
p_930_750,927,747,7,7
p_940_250,937,247,7,7
p_940_260,937,257,7,7
p_940_270,937,267,7,7
p_940_280,937,277,7,7
p_940_290,937,287,7,7
p_940_300,937,297,7,7
p_940_310,937,307,7,7
p_940_320,937,317,7,7
p_940_330,937,327,7,7
p_940_340,937,337,7,7
p_940_350,937,347,7,7
p_940_360,937,357,7,7
p_940_370,937,367,7,7
p_940_380,937,377,7,7
p_940_390,937,387,7,7
p_940_400,937,397,7,7
p_940_410,937,407,7,7
p_940_420,937,417,7,7
p_940_430,937,427,7,7
p_940_440,937,437,7,7
p_940_450,937,447,7,7
p_940_460,937,457,7,7
p_940_470,937,467,7,7
p_940_480,937,477,7,7
p_940_490,937,487,7,7
p_940_500,937,497,7,7
p_940_510,937,507,7,7
p_940_520,937,517,7,7
p_940_530,937,527,7,7
p_940_540,937,537,7,7
p_940_550,937,547,7,7
p_940_560,937,557,7,7
p_940_570,937,567,7,7
p_940_580,937,577,7,7
p_940_590,937,587,7,7
p_940_600,937,597,7,7
p_940_610,937,607,7,7
p_940_620,937,617,7,7
p_940_630,937,627,7,7
p_940_640,937,637,7,7
p_940_650,937,647,7,7
p_940_660,937,657,7,7
p_940_670,937,667,7,7
p_940_680,937,677,7,7
p_940_690,937,687,7,7
p_940_700,937,697,7,7
p_940_710,937,707,7,7
p_940_720,937,717,7,7
p_940_730,937,727,7,7
p_940_740,937,737,7,7
p_940_750,937,747,7,7
p_950_250,947,247,7,7
p_950_260,947,257,7,7
p_950_270,947,267,7,7
p_950_280,947,277,7,7
p_950_290,947,287,7,7
p_950_300,947,297,7,7
p_950_310,947,307,7,7
p_950_320,947,317,7,7
p_950_330,947,327,7,7
p_950_340,947,337,7,7
p_950_350,947,347,7,7
p_950_360,947,357,7,7
p_950_370,947,367,7,7
p_950_380,947,377,7,7
p_950_390,947,387,7,7
p_950_400,947,397,7,7
p_950_410,947,407,7,7
p_950_420,947,417,7,7
p_950_430,947,427,7,7
p_950_440,947,437,7,7
p_950_450,947,447,7,7
p_950_460,947,457,7,7
p_950_470,947,467,7,7
p_950_480,947,477,7,7
p_950_490,947,487,7,7
p_950_500,947,497,7,7
