frame,presentation_seconds,host_seconds,width,height,center
1032,885180.2155333334,885180.248942083,1920,1080,76.7125
1033,885180.2325333334,885180.262386333,1920,1080,75.3425
1034,885180.2495333333,885180.281312625,1920,1080,73.9925
1035,885180.2655333333,885180.294758166,1920,1080,72.515
1036,885180.2825333333,885180.311766166,1920,1080,71.695
1037,885180.2995333333,885180.330840375,1920,1080,70.68
1038,885180.3155333333,885180.342918541,1920,1080,70.54
1039,885180.3325333333,885180.358958458,1920,1080,71.3025
1040,885180.3485333333,885180.376580833,1920,1080,70.9675
1041,885180.3655333334,885180.393293958,1920,1080,70.9125
1042,885180.3825333334,885180.410901916,1920,1080,74.1775
1043,885180.3985333333,885180.424351708,1920,1080,73.995
1044,885180.4155333333,885180.442110333,1920,1080,74.4075
1045,885180.4325333333,885180.462829208,1920,1080,74.3825
1046,885180.4485333334,885180.470994791,1920,1080,74.62
1047,885180.4655333334,885180.488264958,1920,1080,74.4875
1048,885180.4815333333,885180.504151,1920,1080,74.56
1049,885180.4985333333,885180.518881,1920,1080,74.6825
1050,885180.5155333333,885180.537697416,1920,1080,74.73
1051,885180.5315333334,885180.550437291,1920,1080,74.755
1052,885180.5485333333,885180.568830541,1920,1080,74.8175
1053,885180.5655333333,885180.583212916,1920,1080,74.9925
1054,885180.5815333333,885180.614310333,1920,1080,75.11
1055,885180.5995333333,885180.632522083,1920,1080,75.0625
1056,885180.6155333334,885180.648861333,1920,1080,75.155
1057,885180.6325333334,885180.667408833,1920,1080,75.2375
1058,885180.6495333334,885180.679631166,1920,1080,75.2175
1059,885180.6655333333,885180.695961666,1920,1080,75.25
1060,885180.6825333333,885180.712006916,1920,1080,75.315
1061,885180.6995333333,885180.728402041,1920,1080,75.08
1062,885180.7155333334,885180.74285425,1920,1080,75.115
1063,885180.7325333334,885180.760741833,1920,1080,75.0725
1064,885180.7485333333,885180.775599125,1920,1080,75.2
1065,885180.7655333333,885180.79280375,1920,1080,75.155
1066,885180.7825333333,885180.809266125,1920,1080,75.17
1067,885180.7985333333,885180.823182916,1920,1080,75.2475
1068,885180.8155333333,885180.843870416,1920,1080,75.32
1069,885180.8325333333,885180.857711208,1920,1080,75.4375
1070,885180.8485333333,885180.870908208,1920,1080,75.515
1071,885180.8655333334,885180.886867958,1920,1080,75.5
1072,885180.8815333333,885180.903044208,1920,1080,75.6075
1073,885180.8985333333,885180.920388666,1920,1080,75.5375
1074,885180.9155333333,885180.938776041,1920,1080,75.54
1075,885180.9325333333,885180.952133458,1920,1080,75.5875
1076,885180.9495333333,885180.985341125,1920,1080,75.52
1077,885180.9665333333,885181.001294,1920,1080,75.45
1078,885180.9825333334,885181.01992675,1920,1080,75.465
1079,885180.9995333333,885181.034161291,1920,1080,70.495
1080,885181.0155333333,885181.051117833,1920,1080,69.15
1081,885181.0325333333,885181.062372,1920,1080,69.17
1082,885181.0495333333,885181.0831595,1920,1080,69.67
1083,885181.0655333333,885181.098338708,1920,1080,69.455
1084,885181.0825333333,885181.113888333,1920,1080,69.39
1085,885181.0995333333,885181.130410041,1920,1080,68.7975
1086,885181.1155333334,885181.145353,1920,1080,68.8875
1087,885181.1325333334,885181.160471875,1920,1080,69.215
1088,885181.1485333333,885181.174962583,1920,1080,75.6525
1089,885181.1655333333,885181.192526583,1920,1080,70.4375
1090,885181.1825333333,885181.208417625,1920,1080,76.6175
1091,885181.1985333334,885181.224270083,1920,1080,83.72
1092,885181.2155333334,885181.242762458,1920,1080,88.195
1093,885181.2325333334,885181.254966916,1920,1080,91.1875
1094,885181.2485333333,885181.271962916,1920,1080,93.13
1095,885181.2655333333,885181.287939208,1920,1080,93.49
1096,885181.2815333334,885181.302897166,1920,1080,93.9375
1097,885181.2985333333,885181.319564875,1920,1080,95.04
1098,885181.3155333333,885181.335393166,1920,1080,95.385
1099,885181.3325333333,885181.352024166,1920,1080,95.875
1100,885181.3485333333,885181.368833708,1920,1080,96.2075
1101,885181.3655333334,885181.400101708,1920,1080,96.4575
1102,885181.3825333334,885181.420513666,1920,1080,96.6325
1103,885181.3985333333,885181.430767625,1920,1080,96.935
1104,885181.4155333333,885181.450448375,1920,1080,97.19
1105,885181.4325333333,885181.46574,1920,1080,97.405
1106,885181.4485333334,885181.4788735,1920,1080,97.53
1107,885181.4655333334,885181.494883625,1920,1080,97.7875
1108,885181.4815333333,885181.511797333,1920,1080,98.02
1109,885181.4985333333,885181.52671575,1920,1080,98.185
1110,885181.5155333333,885181.544513416,1920,1080,98.27
1111,885181.5315333334,885181.560300041,1920,1080,98.3025
1112,885181.5485333333,885181.578892291,1920,1080,98.435
1113,885181.5655333333,885181.591206041,1920,1080,98.4175
1114,885181.5825333333,885181.609637916,1920,1080,98.555
1115,885181.5995333333,885181.623172625,1920,1080,98.7525
1116,885181.6155333334,885181.644407166,1920,1080,98.7725
1117,885181.6325333334,885181.662055041,1920,1080,98.845
1118,885181.6495333334,885181.670716375,1920,1080,98.8225
1119,885181.6655333333,885181.686968708,1920,1080,98.88
1120,885181.6825333333,885181.704134208,1920,1080,98.955
1121,885181.6995333333,885181.720180583,1920,1080,98.9825
1122,885181.7155333334,885181.734503458,1920,1080,99.0775
1123,885181.7325333334,885181.751736708,1920,1080,99.095
1124,885181.7485333333,885181.770331458,1920,1080,99.08
1125,885181.7655333333,885181.800416541,1920,1080,99.1275
1126,885181.7825333333,885181.81945725,1920,1080,99.1475
1127,885181.7985333333,885181.831127416,1920,1080,99.2925
1128,885181.8155333333,885181.852828333,1920,1080,99.3525
1129,885181.8325333333,885181.865902583,1920,1080,99.355
1130,885181.8485333333,885181.879837458,1920,1080,99.2925
1131,885181.8655333334,885181.896168916,1920,1080,99.49
1132,885181.8825333334,885181.912690833,1920,1080,99.335
1133,885181.8995333334,885181.92971875,1920,1080,99.4275
1134,885181.9155333333,885181.946672625,1920,1080,99.39
1135,885181.9325333333,885181.9625065,1920,1080,99.2825
1136,885181.9485333334,885181.976412041,1920,1080,99.4325
1137,885181.9655333334,885181.99501525,1920,1080,99.29
1138,885181.9825333334,885182.010281041,1920,1080,99.31
1139,885181.9985333333,885182.026495458,1920,1080,99.3425
1140,885182.0155333333,885182.0443655,1920,1080,99.41
1141,885182.0325333333,885182.062064708,1920,1080,99.4525
1142,885182.0485333333,885182.072029916,1920,1080,99.65
1143,885182.0655333333,885182.088785833,1920,1080,99.73
1144,885182.0815333333,885182.104548958,1920,1080,99.6925
1145,885182.0985333333,885182.120375458,1920,1080,99.66
1146,885182.1155333334,885182.134778041,1920,1080,80.7775
1147,885182.1325333334,885182.150991166,1920,1080,79.3075
1148,885182.1485333333,885182.168148041,1920,1080,50.7125
1149,885182.1655333333,885182.200440458,1920,1080,43.1175
1150,885182.1825333333,885182.219213833,1920,1080,45.18
1151,885182.1985333334,885182.233296666,1920,1080,42.735
1152,885182.2155333334,885182.252204291,1920,1080,41.9325
1153,885182.2325333334,885182.26291975,1920,1080,43.4
1154,885182.2485333333,885182.279616833,1920,1080,42.505
1155,885182.2655333333,885182.296068958,1920,1080,42.7925
1156,885182.2815333334,885182.310746833,1920,1080,64.655
1157,885182.2985333333,885182.329369708,1920,1080,79.4125
1158,885182.3155333333,885182.34476375,1920,1080,87.815
1159,885182.3315,885182.3602925,1920,1080,92.4275
1160,885182.3485333333,885182.378094375,1920,1080,90.0525
1161,885182.3655333334,885182.391584583,1920,1080,92.9275
1162,885182.3815,885182.410968375,1920,1080,86.2775
1163,885182.3985,885182.425356791,1920,1080,70.4075
1164,885182.4155333333,885182.44445025,1920,1080,63.6475
1165,885182.4325333333,885182.45445325,1920,1080,53.9225
1166,885182.4495333333,885182.472187125,1920,1080,56.1175
1167,885182.4655333334,885182.487517083,1920,1080,49.3775
1168,885182.4825333334,885182.504113708,1920,1080,49.15
1169,885182.4995333333,885182.520203833,1920,1080,44.165
1170,885182.5155333333,885182.534841166,1920,1080,43.09
1171,885182.5325333333,885182.552051708,1920,1080,44.5075
1172,885182.5495333333,885182.583602291,1920,1080,45.225
1173,885182.5665333334,885182.600256041,1920,1080,45.6475
1174,885182.5825,885182.615927708,1920,1080,45.2725
1175,885182.5995333333,885182.632217125,1920,1080,51.6075
1176,885182.6155333334,885182.651197541,1920,1080,54.2075
1177,885182.6325,885182.663567791,1920,1080,54.1925
1178,885182.6495333334,885182.679544083,1920,1080,54.055
1179,885182.6655,885182.694900458,1920,1080,54.4925
1180,885182.6825,885182.716320125,1920,1080,54.6225
1181,885182.6995333333,885182.728757333,1920,1080,54.56
1182,885182.7155,885182.745161375,1920,1080,54.645
1183,885182.7325,885182.761704125,1920,1080,54.7425
1184,885182.7485,885182.778315458,1920,1080,54.7725
1185,885182.7655333333,885182.794388,1920,1080,54.8025
1186,885182.7825,885182.811161875,1920,1080,54.7275
1187,885182.7985,885182.823590833,1920,1080,54.7925
1188,885182.8155,885182.844234791,1920,1080,54.805
1189,885182.8325,885182.860763666,1920,1080,54.8
1190,885182.8485,885182.872487833,1920,1080,54.915
1191,885182.8655,885182.888906,1920,1080,54.9325
1192,885182.8815,885182.9044415,1920,1080,54.8725
1193,885182.8985,885182.920277791,1920,1080,54.94
1194,885182.9155,885182.93939025,1920,1080,54.905
1195,885182.9315,885182.952009875,1920,1080,54.7475
1196,885182.9485,885182.969622791,1920,1080,54.875
1197,885182.9655,885182.986071625,1920,1080,54.8525
1198,885182.9825,885183.016945041,1920,1080,54.8425
1199,885182.9985,885183.032275791,1920,1080,54.9125
1200,885183.0155,885183.050175916,1920,1080,54.8725
1201,885183.0325,885183.06723625,1920,1080,54.965
1202,885183.0485,885183.080736,1920,1080,54.93
1203,885183.0655,885183.095977916,1920,1080,54.89
1204,885183.0815,885183.112999916,1920,1080,54.9
1205,885183.0985,885183.128926625,1920,1080,54.865
1206,885183.1155,885183.142646541,1920,1080,54.795
1207,885183.1315,885183.159272125,1920,1080,54.98
1208,885183.1485,885183.178600625,1920,1080,54.805
1209,885183.1655333333,885183.192379791,1920,1080,54.975
1210,885183.1825,885183.208088625,1920,1080,55.0025
1211,885183.1985333334,885183.223425,1920,1080,54.7975
1212,885183.2155,885183.241992541,1920,1080,54.7875
1213,885183.2325333334,885183.260883958,1920,1080,45.395
1214,885183.2485,885183.273397666,1920,1080,41.01
1215,885183.2665,885183.288653833,1920,1080,40.945
1216,885183.2825333333,885183.304334583,1920,1080,43.065
1217,885183.2995333333,885183.32054325,1920,1080,42.2075
1218,885183.3165333334,885183.336318666,1920,1080,41.9025
1219,885183.3325,885183.353981333,1920,1080,41.77
1220,885183.3495,885183.383416791,1920,1080,41.845
1221,885183.3665,885183.401273541,1920,1080,42.7925
1222,885183.3825,885183.414849125,1920,1080,52.4
1223,885183.3995,885183.432046,1920,1080,44.74
1224,885183.4155,885183.448088833,1920,1080,55.05
1225,885183.4325,885183.463240833,1920,1080,67.6625
1226,885183.4495,885183.482824541,1920,1080,76.36
1227,885183.4655,885183.496980083,1920,1080,85.4075
1228,885183.4825,885183.511068625,1920,1080,90.6525
1229,885183.4995,885183.527589583,1920,1080,91.355
1230,885183.5155333333,885183.542835083,1920,1080,91.4125
1231,885183.5325,885183.559664791,1920,1080,93.5225
1232,885183.5485333333,885183.578106458,1920,1080,93.51
1233,885183.5655,885183.592730291,1920,1080,94.475
1234,885183.5825333333,885183.609426541,1920,1080,94.8125
1235,885183.5985,885183.622518958,1920,1080,95.055
1236,885183.6155,885183.641335208,1920,1080,95.36
1237,885183.6325,885183.65479125,1920,1080,95.6175
1238,885183.6495,885183.677528708,1920,1080,95.9825
1239,885183.6655,885183.689789625,1920,1080,96.3925
1240,885183.6825,885183.704077625,1920,1080,96.8275
1241,885183.6995,885183.720962166,1920,1080,97.2425
1242,885183.7155,885183.742017958,1920,1080,97.265
1243,885183.7325,885183.75210125,1920,1080,97.3975
1244,885183.7485,885183.769919916,1920,1080,97.55
1245,885183.7655,885183.800249916,1920,1080,97.775
1246,885183.7825,885183.818345958,1920,1080,97.775
1247,885183.7985,885183.832147083,1920,1080,97.8
1248,885183.8155,885183.847875541,1920,1080,98.0825
1249,885183.8325333333,885183.8629935,1920,1080,98.11
1250,885183.8485333333,885183.879698583,1920,1080,98.255
1251,885183.8655,885183.899894041,1920,1080,98.375
1252,885183.8815,885183.912428416,1920,1080,98.47
1253,885183.8985,885183.930035083,1920,1080,98.4175
1254,885183.9155,885183.944614166,1920,1080,98.545
1255,885183.9315,885183.962654125,1920,1080,98.495
1256,885183.9485,885183.978532416,1920,1080,98.6075
1257,885183.9655,885183.995206958,1920,1080,98.7025
1258,885183.9815,885184.010181125,1920,1080,98.855
1259,885183.9985,885184.025721583,1920,1080,98.9125
1260,885184.0145333334,885184.042537833,1920,1080,98.8825
1261,885184.0325,885184.058832958,1920,1080,98.8925
1262,885184.0485,885184.073538541,1920,1080,98.995
1263,885184.0655,885184.096170958,1920,1080,98.9725
1264,885184.0815,885184.104369375,1920,1080,99.0375
1265,885184.0985,885184.122363375,1920,1080,98.89
1266,885184.1155,885184.135468291,1920,1080,99.02
1267,885184.1315,885184.152270625,1920,1080,98.945
1268,885184.1485,885184.1700415,1920,1080,98.9775
1269,885184.1655,885184.185130666,1920,1080,99.0375
1270,885184.1825,885184.2190545,1920,1080,99.0675
1271,885184.1995,885184.229899083,1920,1080,99.0125
1272,885184.2155,885184.246823666,1920,1080,99.15
1273,885184.2325,885184.263617,1920,1080,99.165
1274,885184.2495,885184.278598416,1920,1080,99.2325
1275,885184.2655,885184.300738333,1920,1080,99.26
1276,885184.2825,885184.314441,1920,1080,99.325
1277,885184.2995,885184.327932916,1920,1080,99.285
1278,885184.3155,885184.3444345,1920,1080,99.3025
1279,885184.3325,885184.361246375,1920,1080,99.2375
1280,885184.3485,885184.376245333,1920,1080,99.2975
1281,885184.3655,885184.394462583,1920,1080,99.29
1282,885184.3825,885184.410560541,1920,1080,91.555
1283,885184.3985,885184.422649666,1920,1080,79.69
1284,885184.4155,885184.441557333,1920,1080,60.33
1285,885184.4325,885184.4551725,1920,1080,43.4575
1286,885184.4485,885184.472032833,1920,1080,42.4875
1287,885184.4655,885184.491232916,1920,1080,45.7
1288,885184.4815333333,885184.503888125,1920,1080,40.6975
1289,885184.4985,885184.519003208,1920,1080,40.915
1290,885184.5155,885184.536977791,1920,1080,40.8575
1291,885184.5315,885184.551998708,1920,1080,40.82
1292,885184.5485,885184.568272708,1920,1080,58.855
1293,885184.5655,885184.584208458,1920,1080,74.78
1294,885184.5825,885184.615024208,1920,1080,85.1075
1295,885184.5985,885184.632001958,1920,1080,91.4575
1296,885184.6155,885184.648090875,1920,1080,91.8225
1297,885184.6325,885184.662554958,1920,1080,91.76
1298,885184.6485,885184.681111458,1920,1080,89.055
1299,885184.6655,885184.701290416,1920,1080,74.77
1300,885184.6835,885184.715801916,1920,1080,63.785
1301,885184.7005,885184.730032416,1920,1080,55.2225
1302,885184.7165,885184.744894083,1920,1080,55.11
1303,885184.7335,885184.759183,1920,1080,49.05
1304,885184.7495,885184.775891041,1920,1080,48.865
1305,885184.7665,885184.79288625,1920,1080,44.755
1306,885184.7835,885184.8112565,1920,1080,43.19
1307,885184.7995,885184.824422916,1920,1080,43.57
1308,885184.8165,885184.841168875,1920,1080,43.6875
1309,885184.8335,885184.860264041,1920,1080,44.5425
1310,885184.8495,885184.871734875,1920,1080,44.2525
1311,885184.8665,885184.894280375,1920,1080,45.07
1312,885184.8825,885184.904851666,1920,1080,53.05
1313,885184.8995,885184.92097325,1920,1080,53.4275
1314,885184.9165,885184.940896708,1920,1080,53.75
1315,885184.9325,885184.951687791,1920,1080,53.4575
1316,885184.9495,885184.984856583,1920,1080,53.83
1317,885184.9665,885185.000518166,1920,1080,53.6875
1318,885184.9825,885185.020205166,1920,1080,53.78
1319,885184.9995,885185.032065083,1920,1080,53.85
1320,885185.0155,885185.048278375,1920,1080,53.7075
1321,885185.0325,885185.063585041,1920,1080,53.85
1322,885185.0495,885185.080595,1920,1080,53.9175
1323,885185.0655,885185.097686291,1920,1080,54.07
1324,885185.0825,885185.114501333,1920,1080,54.0825
1325,885185.0995,885185.129113291,1920,1080,54.0725
1326,885185.1155,885185.143454666,1920,1080,54.09
1327,885185.1325,885185.159822916,1920,1080,54.09
1328,885185.1485,885185.177920416,1920,1080,54.1525
1329,885185.1655,885185.193360541,1920,1080,54.135
1330,885185.1825,885185.21196,1920,1080,54.135
1331,885185.1985,885185.224330458,1920,1080,54.1125
1332,885185.2155,885185.240863958,1920,1080,54.205
1333,885185.2325,885185.254894083,1920,1080,54.1225
1334,885185.2485,885185.274653333,1920,1080,54.1575
1335,885185.2655,885185.288336958,1920,1080,54.0675
1336,885185.2815,885185.305034125,1920,1080,54.12
1337,885185.2985,885185.324668666,1920,1080,54.19
1338,885185.3165,885185.335551291,1920,1080,54.2075
1339,885185.3325,885185.351791625,1920,1080,54.1775
1340,885185.3495,885185.3867585,1920,1080,54.2125
1341,885185.3665,885185.4016905,1920,1080,54.1475
1342,885185.3825,885185.419082,1920,1080,54.055
1343,885185.3995,885185.433221791,1920,1080,54.0475
1344,885185.4155,885185.448757833,1920,1080,54.0875
1345,885185.4325,885185.464257083,1920,1080,54.115
1346,885185.4495,885185.480221,1920,1080,54.18
1347,885185.4655,885185.496760333,1920,1080,54.1825
1348,885185.4825,885185.511246583,1920,1080,54.075
1349,885185.4995,885185.530793083,1920,1080,54.0775
1350,885185.5155,885185.543318625,1920,1080,54.005
1351,885185.5325,885185.559802583,1920,1080,54.0475
1352,885185.5485,885185.578071125,1920,1080,46.8725
1353,885185.5655,885185.592379833,1920,1080,40.7575
1354,885185.5825,885185.607231416,1920,1080,40.6925
1355,885185.5985,885185.622365458,1920,1080,42.2025
1356,885185.6155,885185.641031416,1920,1080,41.685
1357,885185.6325,885185.654876083,1920,1080,41.305
1358,885185.6485,885185.671364625,1920,1080,41.2525
1359,885185.6655,885185.687629166,1920,1080,41.355
1360,885185.6825,885185.7033755,1920,1080,41.835
1361,885185.6995,885185.722479125,1920,1080,51.0025
1362,885185.7165,885185.737302083,1920,1080,43.8725
1363,885185.7325,885185.751277041,1920,1080,53.205
1364,885185.7495,885185.784517666,1920,1080,65.3025
1365,885185.7665,885185.8051675,1920,1080,74.6575
1366,885185.7825,885185.815269541,1920,1080,84.1625
1367,885185.7995,885185.833353375,1920,1080,89.6875
1368,885185.8155,885185.849485625,1920,1080,90.5925
1369,885185.8325,885185.8639515,1920,1080,91.1275
1370,885185.8495,885185.881896833,1920,1080,93.3625
1371,885185.8655,885185.8974665,1920,1080,93.075
1372,885185.8825,885185.913008375,1920,1080,94.3575
1373,885185.8995,885185.934716583,1920,1080,94.505
1374,885185.9155,885185.944464166,1920,1080,94.5925
1375,885185.9325,885185.96135,1920,1080,94.6975
1376,885185.9485,885185.979678666,1920,1080,95.3
1377,885185.9655,885185.99519025,1920,1080,95.42
1378,885185.9825,885186.009570041,1920,1080,96.1475
1379,885185.9985,885186.026944,1920,1080,96.1675
1380,885186.0155,885186.043678833,1920,1080,96.7725
1381,885186.0325,885186.056626666,1920,1080,96.9075
1382,885186.0495,885186.071895125,1920,1080,97.0675
1383,885186.0655,885186.088011291,1920,1080,97.2075
1384,885186.0825,885186.103242458,1920,1080,97.38
1385,885186.0995,885186.124403166,1920,1080,97.3775
1386,885186.1155,885186.141144375,1920,1080,97.4775
1387,885186.1325,885186.151518541,1920,1080,97.53
1388,885186.1485,885186.169116625,1920,1080,97.6225
1389,885186.1655,885186.199702625,1920,1080,97.7325
1390,885186.1825,885186.217742541,1920,1080,97.8825
1391,885186.1985,885186.232849541,1920,1080,97.9325
1392,885186.2155,885186.247796041,1920,1080,97.945
1393,885186.2325,885186.262180583,1920,1080,98.1225
1394,885186.2495,885186.279562833,1920,1080,98.205
1395,885186.2665,885186.296105666,1920,1080,98.4025
1396,885186.2825,885186.311857583,1920,1080,98.3525
1397,885186.2995,885186.331271833,1920,1080,98.425
1398,885186.3165,885186.343308333,1920,1080,98.485
1399,885186.3325,885186.359634958,1920,1080,98.38
1400,885186.3495,885186.379294333,1920,1080,98.245
1401,885186.3665,885186.393512625,1920,1080,98.485
1402,885186.3825,885186.407553083,1920,1080,98.3
1403,885186.3995,885186.426427416,1920,1080,98.395
1404,885186.4155,885186.441289041,1920,1080,98.405
1405,885186.4325,885186.454633291,1920,1080,98.4525
1406,885186.4495,885186.472534791,1920,1080,98.4775
1407,885186.4655,885186.488827791,1920,1080,98.4725
1408,885186.4825,885186.503118125,1920,1080,98.5525
1409,885186.4995,885186.523968208,1920,1080,98.5375
1410,885186.5155,885186.537008458,1920,1080,98.535
1411,885186.5325,885186.550901041,1920,1080,98.59
1412,885186.5485,885186.569726,1920,1080,98.5575
1413,885186.5655,885186.600341125,1920,1080,98.5625
1414,885186.5825,885186.614707583,1920,1080,98.55
1415,885186.5985,885186.632478,1920,1080,98.5475
1416,885186.6155,885186.646842166,1920,1080,98.605
1417,885186.6325,885186.664125458,1920,1080,98.5725
1418,885186.6485,885186.680468375,1920,1080,98.6625
1419,885186.6655,885186.696888666,1920,1080,78.1975
1420,885186.6815,885186.711799833,1920,1080,68.1925
1421,885186.6985,885186.728792291,1920,1080,67.675
1422,885186.7155,885186.747985583,1920,1080,67.4175
1423,885186.7315,885186.762612041,1920,1080,68.0675
1424,885186.7495,885186.777140583,1920,1080,67.9825
1425,885186.7665,885186.794561208,1920,1080,67.5775
1426,885186.7835,885186.808787291,1920,1080,67.68
1427,885186.7995,885186.824922666,1920,1080,67.2325
1428,885186.8165,885186.840852166,1920,1080,67.25
1429,885186.8335,885186.857537041,1920,1080,67.2975
1430,885186.8495,885186.871375375,1920,1080,67.2625
1431,885186.8665,885186.888115791,1920,1080,67.2025
1432,885186.8825,885186.903640708,1920,1080,67.4475
1433,885186.8995,885186.920514875,1920,1080,67.3775
1434,885186.9165,885186.939647041,1920,1080,67.1025
1435,885186.9325,885186.950809541,1920,1080,67.4775
1436,885186.9495,885186.983463458,1920,1080,67.68
1437,885186.9665,885187.002061125,1920,1080,67.5975
1438,885186.9825,885187.01585,1920,1080,67.4325
1439,885186.9995,885187.034866541,1920,1080,67.62
1440,885187.0155,885187.047995,1920,1080,67.5525
1441,885187.0325,885187.064275333,1920,1080,67.55
1442,885187.0495,885187.078361791,1920,1080,67.5825
1443,885187.0655,885187.094520875,1920,1080,67.705
1444,885187.0825,885187.110607041,1920,1080,67.675
1445,885187.0995,885187.128539,1920,1080,67.5375
1446,885187.1155,885187.14254275,1920,1080,67.555
1447,885187.1325,885187.162282458,1920,1080,67.49
1448,885187.1485,885187.17993575,1920,1080,67.64
1449,885187.1655,885187.19319725,1920,1080,67.6325
1450,885187.1825,885187.20988975,1920,1080,67.81
1451,885187.1985,885187.224126208,1920,1080,67.675
1452,885187.2155,885187.243877625,1920,1080,67.7025
1453,885187.2325,885187.256830208,1920,1080,67.805
1454,885187.2485,885187.272878625,1920,1080,67.805
1455,885187.2655,885187.289663458,1920,1080,68.035
1456,885187.2815,885187.302785041,1920,1080,67.63
1457,885187.2985,885187.318917083,1920,1080,67.735
1458,885187.3155,885187.335177708,1920,1080,67.7875
1459,885187.3335,885187.372818166,1920,1080,67.79
1460,885187.3495,885187.384584833,1920,1080,67.7425
1461,885187.3665,885187.39964875,1920,1080,67.7775
1462,885187.3835,885187.414730541,1920,1080,67.6875
1463,885187.3995,885187.431912333,1920,1080,67.8575
1464,885187.4165,885187.448108166,1920,1080,67.66
1465,885187.4335,885187.462457208,1920,1080,67.845
1466,885187.4495,885187.4794785,1920,1080,67.9225
1467,885187.4665,885187.494984041,1920,1080,68.0525
1468,885187.4824666666,885187.511699416,1920,1080,67.8075
1469,885187.4995,885187.528238791,1920,1080,67.8675
1470,885187.5165,885187.543244625,1920,1080,68.0675
1471,885187.5325,885187.560407791,1920,1080,68.0475
1472,885187.5495,885187.581818708,1920,1080,68.1475
1473,885187.5665,885187.592220375,1920,1080,67.79
1474,885187.5824666667,885187.608255166,1920,1080,67.8875
1475,885187.5994666667,885187.625525208,1920,1080,67.9725
1476,885187.6154666666,885187.6403565,1920,1080,67.9625
1477,885187.6324666666,885187.654774208,1920,1080,68.075
1478,885187.6495,885187.674394708,1920,1080,67.8925
1479,885187.6655,885187.688316916,1920,1080,67.81
1480,885187.6825,885187.704140166,1920,1080,68.075
1481,885187.6994666667,885187.720295375,1920,1080,67.9875
1482,885187.7155,885187.734974666,1920,1080,68.0825
1483,885187.7325,885187.752507916,1920,1080,68.135
1484,885187.7484666667,885187.772078458,1920,1080,68.24
1485,885187.7654666667,885187.805287625,1920,1080,68.29
1486,885187.7824666667,885187.820427791,1920,1080,69.8475
1487,885187.7984666667,885187.831501625,1920,1080,71.5775
1488,885187.8154666667,885187.848281458,1920,1080,87.585
1489,885187.8324666667,885187.863804916,1920,1080,92.2075
1490,885187.8484666666,885187.881231791,1920,1080,94.15
1491,885187.8654666666,885187.8973505,1920,1080,94.3725
1492,885187.8814666667,885187.912318041,1920,1080,94.83
1493,885187.8984666667,885187.929356958,1920,1080,95.155
1494,885187.9164666666,885187.944783,1920,1080,95.565
1495,885187.9324666667,885187.959601708,1920,1080,96.2675
1496,885187.9494666667,885187.977737625,1920,1080,96.595
1497,885187.9665,885187.995533125,1920,1080,96.735
1498,885187.9825,885188.008133041,1920,1080,96.8375
1499,885187.9995,885188.024354291,1920,1080,97.1275
1500,885188.0154666667,885188.041659,1920,1080,97.2775
1501,885188.0324666667,885188.055540583,1920,1080,97.3875
1502,885188.0494666666,885188.070467458,1920,1080,97.5075
1503,885188.0654666667,885188.086748458,1920,1080,97.67
1504,885188.0834666666,885188.102615416,1920,1080,97.525
1505,885188.1005,885188.119593375,1920,1080,97.4725
1506,885188.1164666667,885188.136523541,1920,1080,97.3075
1507,885188.1335,885188.16859125,1920,1080,96.995
1508,885188.1494666666,885188.18335725,1920,1080,97.055
1509,885188.1665,885188.201371375,1920,1080,96.895
1510,885188.1834666666,885188.21753575,1920,1080,96.975
1511,885188.1994666667,885188.230198791,1920,1080,97.1575
1512,885188.2164666667,885188.250639583,1920,1080,97.2
1513,885188.2335,885188.267668208,1920,1080,97.3575
1514,885188.2494666667,885188.278756583,1920,1080,97.4475
1515,885188.2664666667,885188.294845666,1920,1080,97.545
1516,885188.2824666667,885188.310718375,1920,1080,97.64
1517,885188.2995,885188.327603291,1920,1080,97.745
1518,885188.3165,885188.343607,1920,1080,97.805
1519,885188.3324666667,885188.359816666,1920,1080,97.715
1520,885188.3494666667,885188.377914041,1920,1080,97.81
1521,885188.3665,885188.396539375,1920,1080,97.79
1522,885188.3825,885188.412385416,1920,1080,97.855
1523,885188.3994666666,885188.423258958,1920,1080,97.935
1524,885188.4154666667,885188.441606083,1920,1080,98.0425
1525,885188.4324666667,885188.4566845,1920,1080,98.1
1526,885188.4494666667,885188.472817583,1920,1080,98.1675
1527,885188.4654666666,885188.491629708,1920,1080,98.1075
1528,885188.4825,885188.505567583,1920,1080,98.19
1529,885188.4995,885188.520818,1920,1080,98.1825
1530,885188.5154666667,885188.538077666,1920,1080,98.19
1531,885188.5324666667,885188.552466958,1920,1080,98.1225
1532,885188.5484666667,885188.571730708,1920,1080,98.17
1533,885188.5654666667,885188.600205083,1920,1080,98.245
1534,885188.5824666667,885188.620100125,1920,1080,98.2425
1535,885188.5984666666,885188.630308166,1920,1080,98.145
1536,885188.6154666666,885188.647755458,1920,1080,98.2075
1537,885188.6325,885188.66337025,1920,1080,98.31
1538,885188.6494666666,885188.679567375,1920,1080,98.235
1539,885188.6654666667,885188.695625541,1920,1080,98.21
1540,885188.6824666667,885188.711620083,1920,1080,98.3025
1541,885188.6994666667,885188.728150083,1920,1080,98.3075
1542,885188.7154666666,885188.742844,1920,1080,98.1975
1543,885188.7324666666,885188.760653,1920,1080,98.27
