sample,mac_send_s,device_receive_s,device_send_s,mac_receive_s,network_rtt_s,device_minus_mac_s
78,882949.774034875,87397.932620997,87397.932621372,882949.869290041,0.09525479105650447,-795551.8890412735
79,882949.870957458,87398.162029665,87398.162030165,882950.008185791,0.13722783293633256,-795551.7775417096
80,882950.009804416,87398.169362474,87398.169362974,882950.016290541,0.006485625053755939,-795551.8436847546
81,882950.018379625,87398.177357276,87398.177357651,882950.023142208,0.0047622079437132925,-795551.843403453
82,882950.024835916,87398.184810333,87398.184810833,882950.031279541,0.006443124962970614,-795551.8432471455
83,882950.03287475,87398.191349899,87398.191350274,882950.037206375,0.0043312500638421625,-795551.8436904759
84,882950.038798916,87398.19734372,87398.19734397,882950.043331916,0.004532749953796156,-795551.843721571
85,882950.044917125,87398.20336554,87398.203365915,882950.049290875,0.004373374948045239,-795551.8437382726
86,882950.050892333,87398.209353986,87398.209354236,882950.055769041,0.004876457926002331,-795551.843976576
87,882950.057368791,87398.216399797,87398.216400172,882950.062307833,0.004938667043461464,-795551.8434383275
88,882950.063888375,87398.223335609,87398.223335984,882950.069226208,0.005337458074791357,-795551.8432214949
89,882950.070817458,87398.229343554,87398.229343929,882950.0752785,0.00446066701260861,-795551.8437042375
90,882950.076867208,87398.23537,87398.235370375,882950.081811083,0.004943500010995194,-795551.843968958
91,882950.083671958,87398.244353168,87398.244353543,882950.090297208,0.006624875095440075,-795551.8426312276
92,882950.091828333,87398.250388113,87398.250388613,882950.09655675,0.0047279170248657465,-795551.8438041785
93,882950.098401375,87398.256349809,87398.256350184,882950.102245291,0.003843540995148942,-795551.8439733365
94,882950.103812875,87398.261348264,87398.261348514,882950.107384083,0.0035709579824469984,-795551.84425009
95,882950.108992,87398.267535208,87398.267535458,882950.114121,0.00512875005370006,-795551.844021167
96,882950.115683708,87398.27336978,87398.27337028,882950.119105125,0.003420916968025267,-795551.8440243865
97,882950.120653958,87398.279348475,87398.279348725,882950.127473791,0.006819583068136126,-795551.8447152744
98,882950.129035958,87398.287455527,87398.287455902,882950.13303175,0.00399541700608097,-795551.8435781396
99,882950.134708416,87398.293338598,87398.293339098,882950.1391335,0.004424584098160267,-795551.84358211
100,882950.140678333,87398.299351169,87398.299351419,882950.145075583,0.004397000011522323,-795551.843525664
101,882950.146638708,87398.305388114,87398.305388864,882950.151173333,0.004533875093329698,-795551.8435175315
102,882950.152747208,87398.311346685,87398.311346935,882950.157087291,0.0043398329871706665,-795551.8435704395
103,882950.158641958,87398.31737938,87398.31737963,882950.163153125,0.00451091694412753,-795551.8435180365
104,882950.164374541,87398.32234846,87398.32234896,882950.168238833,0.003863791935145855,-795551.843957977
105,882950.169430375,87398.328351906,87398.328352281,882950.17648575,0.007055000038235448,-795551.844605969
106,882950.178045,87398.336415583,87398.336415833,882950.194830125,0.016784875027951784,-795551.8500218545
107,882950.196561541,87398.357917262,87398.357917762,882950.204946291,0.008384250104427338,-795551.842836404
108,882950.20650775,87398.365703192,87398.365703567,882950.212109583,0.005601457989541814,-795551.8436052869
109,882950.213699208,87398.372353631,87398.372353881,882950.218137041,0.0044375829747878015,-795551.8435643686
110,882950.219697833,87398.378390077,87398.378390577,882950.224093791,0.0043954580469289795,-795551.843505485
111,882950.225793125,87398.384363272,87398.384363772,882950.230123416,0.004329791059717536,-795551.8435947485
112,882950.231749375,87398.390344593,87398.390345093,882950.236207291,0.004457416027435102,-795551.84363349
113,882950.237610833,87398.396351289,87398.396351789,882950.242120041,0.00450870803615544,-795551.8435138981
114,882950.243676666,87398.402325484,87398.402325859,882950.248323875,0.0046468339569401,-795551.843674599
115,882950.251400708,87398.409346921,87398.409347171,882950.255422208,0.004021250017103739,-795551.8440644119
116,882950.256987041,87398.416386732,87398.416387232,882950.261624541,0.004637000034563243,-795551.842918809
117,882950.263373833,87398.423355169,87398.423355669,882950.268702875,0.005328541970811784,-795551.8426829351
118,882950.270251916,87398.428354498,87398.428354873,882950.274070833,0.003818541968939826,-795551.843806689
119,882950.275773583,87398.434361694,87398.434362069,882950.280181375,0.004407417000038549,-795551.8436155975
120,882950.28159625,87398.440345764,87398.440346014,882950.286120208,0.0045237079611979425,-795551.84351234
121,882950.287591208,87398.446729831,87398.446730331,882950.295013458,0.0074217500077793375,-795551.8445722519
122,882950.296544291,87398.458808847,87398.458809222,882950.392407833,0.09586316706554499,-795551.8856670274
123,882950.393981083,87398.777648828,87398.777649328,882950.624563041,0.23058145809045527,-795551.7316229839
124,882950.62614525,87398.786388374,87398.786388624,882950.633224666,0.00707916596729774,-795551.843296459
125,882950.635012416,87398.793373686,87398.793373936,882950.639019708,0.004007041978184134,-795551.8436422511
126,882950.640561708,87398.799347256,87398.799347631,882950.645101541,0.004539457950158976,-795551.843484181
127,882950.6466525,87398.805358452,87398.805358702,882950.651127333,0.0044745830236934125,-795551.8435313395
128,882950.6524655,87398.810348532,87398.810348782,882950.656092375,0.0036266249953769147,-795551.8439302805
