sample,mac_send_s,device_receive_s,device_send_s,mac_receive_s,network_rtt_s,device_minus_mac_s
242,881913.799224333,86361.955931202,86361.955931702,881913.80903475,0.009809916955418885,-795551.8481980895
243,881913.810434666,86361.967311199,86361.967311574,881913.816796541,0.006361499981721863,-795551.8463042169
244,881913.818376416,86361.978113453,86361.978113828,881913.919406541,0.10102975006157067,-795551.890777838
245,881913.921001375,86362.28086855,86362.28086905,881914.131065791,0.21006391606351826,-795551.745164783
246,881914.132446541,86362.296361751,86362.296362126,881914.146095,0.013648083986481652,-795551.842908832
247,881914.147474916,86362.30358492,86362.303585295,881914.15275975,0.00528445906820707,-795551.8465322255
248,881914.154222791,86362.31026947,86362.31026972,881914.159668625,0.00544558402907569,-795551.846676113
249,881914.160954041,86362.31692202,86362.31692227,881914.166673125,0.005718833956052549,-795551.846891438
250,881914.167999625,86362.323909691,86362.323910066,881914.173958666,0.0059586660645436496,-795551.847069267
251,881914.17561175,86362.332607594,86362.332607969,881914.182709958,0.007097833062289283,-795551.8465530726
252,881914.184034125,86362.340271758,86362.340272258,881914.189687458,0.005652833031490445,-795551.8465887834
253,881914.191012,86362.347930546,86362.347931046,881914.197625083,0.006612583078094758,-795551.8463877455
254,881914.198946666,86362.355282214,86362.355282589,881914.206434458,0.007487417067750357,-795551.8474081606
255,881914.207783583,86362.363247249,86362.363247624,881914.212983041,0.005199082981562242,-795551.8471358754
256,881914.2143,86362.37026592,86362.37026617,881914.220863958,0.00656370802607853,-795551.847315934
257,881914.222288625,86362.378627576,86362.378627951,881914.22914425,0.006855250088847242,-795551.847088674
258,881914.2305325,86362.386257741,86362.386257991,881914.235825875,0.005293124995660037,-795551.8469213215
259,881914.237411375,86362.393951404,86362.393951654,881914.243836208,0.00642458297079429,-795551.8466722625
260,881914.245257041,86362.401947064,86362.401947314,881914.252949541,0.007692250015679747,-795551.847156102
261,881914.254295666,86362.410001224,86362.410001474,881914.259650958,0.005355041997972876,-795551.8469719631
