event,family,target,direction,size,repetition,software_submit_ms,queue_wait_ms,queue_total_ms,visible_onset_ms,first_90_ms,settled_ms,visible_motion_ms,settled_minus_drain_ms,baseline_luma,final_luma,luma_amplitude,accepted,drained
27,color,paper,lighten,64,0,1.131995813921094,1263.6163553688675,1264.7483511827886,479.4284017989412,610.6641454389319,617.8191886283457,138.39078682940453,-646.9291625544429,79.58625,110.845,31.258749999999992,1,1
28,color,black,darken,64,1,0.7449972908943892,1264.33735282626,1265.0823501171544,668.3298677671701,753.883381257765,769.7723429882899,101.44247522111982,-495.3100071288645,109.69875,76.9325,-32.76625,1,1
29,color,paper,lighten,64,1,0.9409964550286531,1263.9533542096615,1264.8943506646901,477.64110390562564,621.957736206241,638.4078316623345,160.76672775670886,-626.4865190023556,77.41874999999999,112.245,34.826250000000016,1,1
30,color,black,darken,256,0,4.350984119810164,1271.7663254588842,1276.1173095786944,692.29521532543,765.0811304338276,773.6273221671581,81.33210684172809,-502.4899874115363,111.92625000000001,50.255,-61.67125000000001,1,1
31,color,paper,lighten,256,0,5.328980274498463,1270.7223292673007,1276.0513095417991,490.84189743734896,618.4154816437513,628.5915202461183,137.74962280876935,-647.4597892956808,50.2675,108.965,58.697500000000005,1,1
32,color,black,darken,256,1,4.443983663804829,1271.601326065138,1276.0453097289428,701.3687322614715,766.4120942354202,768.6380518134683,67.26931955199689,-507.4072579154745,109.985,51.3075,-58.6775,1,1
33,color,paper,lighten,256,1,5.378980305977166,1270.6323296297342,1276.0113099357113,493.7812821008265,604.5204491820186,607.6995830517262,113.91830095089972,-668.3117268839851,51.225,108.8125,57.5875,1,1
34,color,black,darken,768,0,33.277877839282155,1272.6993219694123,1305.9771998086944,731.794084305875,794.3449277663603,809.3638009158894,77.56971661001444,-496.613398892805,110.805,50.415,-60.39000000000001,1,1
35,color,paper,lighten,768,0,41.84584622271359,1276.0333097539842,1317.8791559766978,534.5735020237043,654.404608765617,663.1284619215876,128.55495989788324,-654.7506940551102,50.58,111.7275,61.14750000000001,1,1
36,color,black,darken,768,1,33.28087762929499,1272.6793221663684,1305.9601997956634,726.9665164640173,793.5743385460228,805.9631667565554,78.9966502925381,-499.9970330391079,112.27375,50.41,-61.86375000000001,1,1
37,color,paper,lighten,768,1,40.757850161753595,1265.1663498254493,1305.9241999872029,520.2352156629786,650.387647561729,660.7034945627674,140.46827889978886,-645.2207054244354,50.56,111.9325,61.3725,1,1
38,color,red,darken,64,0,0.7619971875101328,1263.9633542858064,1264.7253514733166,360.93888396862894,426.48533754982054,1122.536133392714,761.597249424085,-142.1892180806026,112.27875,90.0025,-22.276250000000005,1,1
39,color,paper,lighten,64,0,0.7919971831142902,1264.2903528176248,1265.082350000739,503.35820915643126,629.9124559154734,639.54762078356,136.18941162712872,-625.5347292171791,90.42,111.795,21.375,1,1
40,color,red,darken,64,1,0.8629967924207449,1263.9903541421518,1264.8533509345725,359.632276231423,428.9398184046149,1125.1447761896998,765.5124999582767,-139.70857474487275,112.0075,89.655,-22.352499999999992,1,1
41,color,paper,lighten,64,1,0.8859967347234488,1264.0133539680392,1264.8993507027626,501.8327322322875,649.8755245702341,660.0002641789615,158.167531946674,-604.8990865238011,90.055,112.2225,22.16749999999999,1,1
42,color,red,darken,256,0,4.486983525566757,1271.6273260302842,1276.114309555851,364.3517883028835,407.16214722488075,1127.175421337597,762.8236330347136,-148.93888821825385,112.3625,71.8975,-40.465,1,1
43,color,paper,lighten,256,0,18.545931670814753,1283.3212830591947,1301.8672147300094,537.4007030623034,650.9982127463445,667.1869526617229,129.78624959941953,-634.6802620682865,72.13749999999999,111.8225,39.68500000000002,1,1
44,color,red,darken,256,1,4.472983651794493,1269.1843350185081,1273.6573186703026,368.276811321266,435.672644758597,1131.3235794659704,763.0467681447044,-142.33373920433223,112.09,71.82,-40.27000000000001,1,1
45,color,paper,lighten,256,1,5.421980167739093,1270.3873304417357,1275.8093106094748,512.7523951232433,632.4404826154932,639.5857692696154,126.83337414637208,-636.2235413398594,72.1625,112.825,40.66250000000001,1,1
46,color,red,darken,768,0,34.15687452070415,1272.1543241059408,1306.311198626645,393.947821110487,437.18106928281486,1156.5193195128813,762.5714984023944,-149.79187911376357,113.155,72.0975,-41.057500000000005,1,1
47,color,paper,lighten,768,0,42.21584484912455,1275.5443116184324,1317.760156467557,554.6246342128143,672.2954162396491,677.9019818641245,123.27734765131027,-639.8581746034324,72.595,112.5325,39.9375,1,1
48,color,red,darken,768,1,34.47787323966622,1271.315327147022,1305.793200386688,392.2959715127945,436.0143282683566,1170.8213530946523,778.5253815818578,-134.97184729203582,112.84,72.1325,-40.70750000000001,1,1
49,color,paper,lighten,768,1,42.119845165871084,1275.6083112908527,1317.7281564567238,555.4639467736706,674.6160370530561,675.7600135169923,120.29606674332172,-641.9681429397315,72.41,112.91,40.5,1,1
